id_fornecedor,cnpj,nome_fornecedor,cidade,uf,porte
428,19171011659630,Rápida Logística 428,Manaus,RN,GRANDE
429,87231276499310,Digital Soluções 429,São Paulo,PE,ME
430,95654631563133,Prime Alimentação 430,Porto Alegre,MG,MEI
431,70955865577412,GAMMA CONSTRUÇÕES 431,Curitiba,DF,MÉDIA
432,78368261461172,Alpha Serviços 432,Recife,RS,EPP
433,90607138649469,PRIME ALIMENTAÇÃO 433,Rio de Janeiro,BA,MÉDIA
434,32918517313846,Beta Tecnologia 434,Porto Alegre,BA,ME
435,86750300571740,Digital Soluções 435,Juazeiro,RS,MEI
436,80164950867990,Gamma Construções 436,Brasília,RN,MÉDIA
437,36904928738662,Beta Tecnologia 437,Recife,PA,GRANDE
438,50407465457220,Nova Segurança 438,Belo Horizonte,SC,MÉDIA
439,34734254594688,Beta Tecnologia 439,Rio de Janeiro,SP,MÉDIA
440,87970741268870,Max Limpeza 440,Sobral,DF,ME
441,17633043707440,Digital Soluções 441,Fortaleza,RJ,ME
442,50486344745847,Delta Saúde 442,Rio de Janeiro,MA,ME
443,97068264636423,Sul Engenharia 443,Juazeiro,RS,EPP
444,67441672366679,Beta Tecnologia 444,Curitiba,RJ,MÉDIA
445,46714775580622,Rápida Logística 445,Belo Horizonte,BA,ME
446,20740885617326,Nova Segurança 446,Sobral,PR,EPP
447,99782202870072,Delta Saúde 447,Recife,RN,EPP
448,76122930635615,Nova Segurança 448,Curitiba,GO,ME
449,45313217546191,Nova Segurança 449,Salvador,SP,GRANDE
450,29754204547140,Alpha Serviços 450,Curitiba,RS,ME
451,22093022192742,Nova Segurança 451,Manaus,BA,GRANDE
452,17417915160441,Beta Tecnologia 452,Recife,AM,MEI
453,28178113599211,Sul Engenharia 453,Rio de Janeiro,CE,EPP
454,37163145507995,Max Limpeza 454,Curitiba,MA,MÉDIA
455,49440801382261,Nova Segurança 455,Manaus,CE,MEI
456,50473896478388,Nova Segurança 456,Curitiba,SC,EPP
457,96328833966076,Prime Alimentação 457,Salvador,SP,MEI
458,55280011586797,Norte Transportes 458,Sobral,PE,ME
459,35608678412089,Rápida Logística 459,Curitiba,PR,MEI
460,44769001311559,Omega Consultoria 460,Brasília,GO,ME
461,39280845901690,Delta Saúde 461,Recife,PE,ME
462,37540910576597,Max Limpeza 462,Curitiba,MA,GRANDE
463,76808614294062,Top Energia 463,Sobral,PR,GRANDE
464,65790141688012,Norte Transportes 464,Belém,MA,ME
465,36944495869031,Delta Saúde 465,Belo Horizonte,PE,MÉDIA
466,36972607390225,Omega Consultoria 466,Manaus,DF,MÉDIA
467,23989740412287,Sul Engenharia 467,Curitiba,SP,ME
468,10138146354815,Gamma Construções 468,Porto Alegre,PE,ME
469,60534044325580,Max Limpeza 469,São Paulo,GO,MÉDIA
470,62651510805366,Max Limpeza 470,São Paulo,PE,ME
471,49454762874752,OMEGA CONSULTORIA 471,Rio de Janeiro,BA,MEI
472,95494104995162,Central Sistemas 472,São Paulo,PR,ME
473,70713772330082,Norte Transportes 473,Porto Alegre,SC,EPP
474,70443299912233,Rápida Logística 474,Sobral,PR,ME
475,80883084523226,Brasil Obras 475,Porto Alegre,PA,ME
476,25407694605838,Rápida Logística 476,Sobral,SC,MEI
477,19170474484368,Beta Tecnologia 477,Salvador,MA,ME
478,38705424959779,Alpha Serviços 478,São Paulo,MG,MÉDIA
479,56145885941048,Central Sistemas 479,Porto Alegre,MA,MÉDIA
480,22570166132293,Nova Segurança 480,São Paulo,BA,MÉDIA
481,96379706765219,NOVA SEGURANÇA 481,Brasília,PE,EPP
482,36428544136914,Beta Tecnologia 482,Manaus,PA,EPP
483,32145994614815,Beta Tecnologia 483,Salvador,RJ,EPP
484,98614098509533,Prime Alimentação 484,Fortaleza,MA,ME
485,56447901811037,Delta Saúde 485,Porto Alegre,SC,GRANDE
486,14276229145885,Prime Alimentação 486,Curitiba,SC,MEI
487,67200708446079,Omega Consultoria 487,Fortaleza,MA,MÉDIA
488,15447560907972,Gamma Construções 488,Recife,SC,EPP
489,50434994286296,Rápida Logística 489,Fortaleza,PA,GRANDE
490,37186440541445,Norte Transportes 490,São Paulo,MG,MEI
491,30749529474923,Rápida Logística 491,Recife,PR,EPP
492,10149463360919,Beta Tecnologia 492,Salvador,MG,ME
493,87648809246210,Rápida Logística 493,Curitiba,AM,MEI
494,19998470557234,Delta Saúde 494,Belo Horizonte,MA,ME
495,54055180126339,Norte Transportes 495,São Paulo,RJ,EPP
496,46912112488159,Omega Consultoria 496,Fortaleza,MA,MÉDIA
497,80252301520484,Gamma Construções 497,Curitiba,CE,EPP
498,57676185334230,Central Sistemas 498,Recife,AM,MÉDIA
499,39024139637631,Digital Soluções 499,Sobral,MA,MÉDIA
500,92275621531886,Prime Alimentação 500,Sobral,AM,EPP
501,71493251399930,Top Energia 501,Brasília,RN,EPP
502,76954974397631,Omega Consultoria 502,Brasília,MA,EPP
503,93734614534314,Nova Segurança 503,Rio de Janeiro,DF,EPP
504,54529087514686,Brasil Obras 504,Belém,RJ,MÉDIA
505,27222152235363,Max Limpeza 505,Recife,PE,MEI
506,14263661387022,Prime Alimentação 506,Recife,RJ,GRANDE
507,11850574926817,Alpha Serviços 507,Belém,SP,MÉDIA
508,10833380939526,Max Limpeza 508,Recife,RS,MÉDIA
509,83490203128123,Digital Soluções 509,Salvador,CE,MÉDIA
510,19956651735565,Prime Alimentação 510,Sobral,RJ,MEI
511,52795182317417,Omega Consultoria 511,Salvador,CE,EPP
512,61229083307662,Rápida Logística 512,Rio de Janeiro,AM,ME
513,71872123864453,Max Limpeza 513,Sobral,BA,EPP
514,10426725352585,Beta Tecnologia 514,Salvador,PA,ME
515,57992586657150,RÁPIDA LOGÍSTICA 515,Fortaleza,BA,MÉDIA
516,24646913906978,Gamma Construções 516,Belém,SC,EPP
517,99566506869835,Omega Consultoria 517,Manaus,MG,MEI
518,32883713323691,Beta Tecnologia 518,Porto Alegre,SC,MÉDIA
519,60124174508996,Rápida Logística 519,Manaus,MA,ME
520,64308200918397,Beta Tecnologia 520,Brasília,PE,MÉDIA
521,17150105425375,Top Energia 521,Brasília,RJ,EPP
522,83184340233638,Prime Alimentação 522,Sobral,MG,GRANDE
523,59335557819220,Gamma Construções 523,Belém,SP,MÉDIA
524,64066052366729,Omega Consultoria 524,São Paulo,DF,ME
525,56385922472566,Omega Consultoria 525,Sobral,PR,ME
526,38587206840816,Nova Segurança 526,Manaus,RS,GRANDE
527,87569142126875,Delta Saúde 527,Porto Alegre,AM,ME
528,41183078444911,Top Energia 528,Recife,SC,EPP
529,73189000248968,Norte Transportes 529,Sobral,RS,EPP
530,75266498860673,Delta Saúde 530,Rio de Janeiro,SP,MEI
531,37135021764683,Max Limpeza 531,Curitiba,GO,MEI
532,38543785211789,Max Limpeza 532,Porto Alegre,PE,EPP
533,23314596634331,Digital Soluções 533,Porto Alegre,GO,EPP
534,21342370798622,Omega Consultoria 534,São Paulo,CE,MEI
535,70320325723715,Prime Alimentação 535,Porto Alegre,RJ,MÉDIA
536,25564954814855,Central Sistemas 536,Sobral,MA,MEI
537,20921672992433,Omega Consultoria 537,São Paulo,AM,MÉDIA
538,10360684931611,Rápida Logística 538,Fortaleza,GO,MEI
539,59802251993661,Rápida Logística 539,Manaus,SP,EPP
540,62617494449321,Digital Soluções 540,Rio de Janeiro,SC,EPP
541,61542263907418,Alpha Serviços 541,Recife,DF,ME
542,89234226473557,Beta Tecnologia 542,Fortaleza,AM,ME
543,24886438659526,Max Limpeza 543,Manaus,MA,EPP
544,34586846749314,Sul Engenharia 544,Belo Horizonte,PA,MÉDIA
545,50246339635021,Digital Soluções 545,Belo Horizonte,SP,EPP
546,36527967409169,Omega Consultoria 546,Rio de Janeiro,PE,ME
547,97903809852526,Alpha Serviços 547,Rio de Janeiro,SP,ME
548,11634448146763,ALPHA SERVIÇOS 548,São Paulo,RJ,EPP
549,24063445308185,Norte Transportes 549,Manaus,RN,EPP
550,88649963855032,Brasil Obras 550,Sobral,PR,GRANDE
551,65771617649626,Gamma Construções 551,Brasília,RN,EPP
552,59818675572645,Max Limpeza 552,São Paulo,RN,ME
553,77649667709757,Omega Consultoria 553,Sobral,RS,GRANDE
554,75319266786760,Gamma Construções 554,Manaus,SC,GRANDE
555,34090676782573,Top Energia 555,Belo Horizonte,RJ,ME
556,98507535234747,Central Sistemas 556,Manaus,MG,EPP
557,93180400563093,Prime Alimentação 557,Fortaleza,GO,MEI
558,11122288131680,TOP ENERGIA 558,Fortaleza,MA,GRANDE
559,42258801568148,Sul Engenharia 559,Manaus,RS,MÉDIA
560,46716528945418,Prime Alimentação 560,São Paulo,MG,ME
561,79499526900668,Alpha Serviços 561,Salvador,PE,MEI
562,45550651243970,Beta Tecnologia 562,Juazeiro,SC,MEI
563,52191804234442,Beta Tecnologia 563,São Paulo,DF,MÉDIA
564,96539465338825,Rápida Logística 564,Recife,SP,EPP
565,71377786279591,Top Energia 565,Fortaleza,MG,EPP
566,87308456985091,Rápida Logística 566,Brasília,RJ,MÉDIA
567,31938782290940,Gamma Construções 567,São Paulo,AM,EPP
568,52282079891975,Prime Alimentação 568,Manaus,BA,MÉDIA
569,67999122890467,Alpha Serviços 569,Rio de Janeiro,GO,MÉDIA
570,44114742471656,Digital Soluções 570,Porto Alegre,SP,ME
571,17989497767468,Norte Transportes 571,Belém,SP,EPP
572,75802237580479,Nova Segurança 572,Curitiba,SP,EPP
573,95477585612849,Prime Alimentação 573,Belém,PR,EPP
574,19415358800790,Gamma Construções 574,Porto Alegre,CE,ME
575,72954111878986,Sul Engenharia 575,Salvador,RS,ME
576,81828768552518,Gamma Construções 576,Belém,BA,MÉDIA
577,10292118283948,Alpha Serviços 577,Manaus,RS,MÉDIA
578,76924032510112,Omega Consultoria 578,Belém,GO,GRANDE
579,28931099981297,Norte Transportes 579,Brasília,RS,MEI
580,43943020824474,Rápida Logística 580,Sobral,AM,ME
581,93814166898765,Rápida Logística 581,Brasília,AM,MÉDIA
582,45516689663938,Brasil Obras 582,Juazeiro,GO,MÉDIA
583,41328152647860,Digital Soluções 583,São Paulo,SC,ME
584,62289043446146,Alpha Serviços 584,Brasília,SC,ME
585,10917284641561,Rápida Logística 585,Porto Alegre,MG,EPP
586,94184322553851,NORTE TRANSPORTES 586,Fortaleza,RS,MÉDIA
587,16091417277040,Delta Saúde 587,Belém,SC,MÉDIA
588,43948538426345,Max Limpeza 588,Curitiba,MA,MEI
589,79202601217939,Delta Saúde 589,Brasília,BA,ME
590,24658434376970,Max Limpeza 590,Manaus,DF,EPP
591,14208739405412,Beta Tecnologia 591,Recife,RJ,MÉDIA
592,95940854754431,Norte Transportes 592,Rio de Janeiro,SP,MEI
593,27837750189052,BRASIL OBRAS 593,Fortaleza,RN,EPP
594,77815409625788,Prime Alimentação 594,Porto Alegre,MG,MEI
595,40943593350252,Rápida Logística 595,Rio de Janeiro,GO,ME
596,28187928977926,Digital Soluções 596,Belo Horizonte,MG,ME
597,53098001569715,Sul Engenharia 597,Curitiba,BA,MEI
598,52157497509133,Nova Segurança 598,Belo Horizonte,AM,MEI
599,21517148140610,Top Energia 599,Sobral,BA,EPP
600,53334220180895,Gamma Construções 600,Manaus,CE,EPP
601,32027244687269,Rápida Logística 601,Belo Horizonte,PR,MÉDIA
602,54595589895119,Rápida Logística 602,Porto Alegre,AM,ME
603,31062845327122,Delta Saúde 603,Porto Alegre,AM,MEI
604,36529655381378,Digital Soluções 604,São Paulo,SC,ME
605,37146389888978,Gamma Construções 605,Manaus,AM,MÉDIA
606,91147765194697,Brasil Obras 606,Belém,PA,MEI
607,65256655984041,Brasil Obras 607,Porto Alegre,SC,MEI
608,95769920629616,Gamma Construções 608,Manaus,PR,MÉDIA
609,46911202224093,RÁPIDA LOGÍSTICA 609,Recife,PA,MEI
610,37401987300159,Sul Engenharia 610,Rio de Janeiro,DF,ME
611,48264532187282,Alpha Serviços 611,Juazeiro,RS,ME
612,86121725768564,Gamma Construções 612,Belém,SP,MEI
613,58812795568824,Top Energia 613,Curitiba,AM,GRANDE
614,17363191327950,Rápida Logística 614,Salvador,CE,EPP
615,24428082195985,Norte Transportes 615,Brasília,PA,ME
616,43749705625756,Brasil Obras 616,Recife,SC,ME
617,76161647765736,Rápida Logística 617,Belo Horizonte,SC,EPP
618,86311664434084,Sul Engenharia 618,Fortaleza,RN,MÉDIA
619,46436946199877,Brasil Obras 619,Manaus,RJ,ME
620,12714519795013,Max Limpeza 620,Fortaleza,PR,EPP
621,28613217642993,Digital Soluções 621,Rio de Janeiro,AM,ME
622,46762993208530,Top Energia 622,Recife,MA,MEI
623,90650986753918,Brasil Obras 623,Curitiba,PA,ME
624,44640750338025,Delta Saúde 624,Curitiba,DF,EPP
625,86183067655825,Omega Consultoria 625,Brasília,RS,ME
626,68562558472115,Gamma Construções 626,Salvador,MA,MEI
627,50487336266631,Brasil Obras 627,Manaus,DF,MÉDIA
628,89109814739121,Top Energia 628,Recife,SC,MÉDIA
629,86620117616887,Beta Tecnologia 629,Salvador,RS,MÉDIA
630,77236785405357,Sul Engenharia 630,Belo Horizonte,BA,ME
631,57776534747832,Digital Soluções 631,Belo Horizonte,CE,MÉDIA
632,39977953320236,Alpha Serviços 632,Salvador,DF,EPP
633,24512865132893,Digital Soluções 633,Belém,AM,ME
634,16688389899110,Central Sistemas 634,Juazeiro,CE,ME
635,79962283395556,Delta Saúde 635,Salvador,PR,EPP
636,35399879541450,Delta Saúde 636,Sobral,BA,MEI
637,57677109453957,Digital Soluções 637,Fortaleza,RN,MEI
638,84291250491042,Rápida Logística 638,Belo Horizonte,PA,EPP
639,21857934423721,Central Sistemas 639,Salvador,CE,MÉDIA
640,26425247956917,Norte Transportes 640,São Paulo,PR,MEI
641,53382767850794,Omega Consultoria 641,Recife,MA,EPP
642,23204247247243,Digital Soluções 642,Fortaleza,GO,MÉDIA
643,19339622685490,Brasil Obras 643,Porto Alegre,RJ,ME
644,24795558327887,Digital Soluções 644,Belo Horizonte,PR,MEI
645,12704912442020,Delta Saúde 645,Sobral,SP,EPP
646,24136561925010,Delta Saúde 646,Belém,MG,GRANDE
647,38937968923764,Alpha Serviços 647,Recife,PR,GRANDE
648,16457968518496,Max Limpeza 648,Salvador,MA,MÉDIA
649,46040611575757,Delta Saúde 649,Recife,RJ,GRANDE
650,69440240268484,Sul Engenharia 650,Recife,RS,MÉDIA
651,98974349228282,Norte Transportes 651,Curitiba,GO,ME
652,83521864767343,Omega Consultoria 652,Porto Alegre,AM,MÉDIA
653,52188336855223,Digital Soluções 653,São Paulo,GO,MÉDIA
654,84587051928570,Beta Tecnologia 654,Curitiba,SP,MÉDIA
655,40724835603114,Brasil Obras 655,Porto Alegre,PA,MÉDIA
656,93862335408115,Omega Consultoria 656,Sobral,RN,MEI
657,81501131691765,Norte Transportes 657,Brasília,PA,EPP
658,14868708775666,Max Limpeza 658,Rio de Janeiro,RJ,MÉDIA
659,81427183844528,Prime Alimentação 659,Sobral,BA,ME
660,28957574931357,Sul Engenharia 660,Porto Alegre,CE,MEI
661,49419063358466,Max Limpeza 661,Brasília,AM,MEI
662,77856270102059,Digital Soluções 662,Recife,MG,EPP
663,99403163352534,Prime Alimentação 663,Curitiba,RN,EPP
664,89031746155845,Norte Transportes 664,Belo Horizonte,GO,ME
665,51243583818021,ALPHA SERVIÇOS 665,Belo Horizonte,BA,GRANDE
666,49065297237080,Beta Tecnologia 666,Rio de Janeiro,PR,MÉDIA
667,66905452547044,Rápida Logística 667,Brasília,PE,EPP
668,23785688929567,Omega Consultoria 668,Salvador,SP,MÉDIA
669,38724084472574,Gamma Construções 669,Sobral,RJ,ME
670,74760823514936,Nova Segurança 670,São Paulo,SC,EPP
671,69395616692363,Omega Consultoria 671,Rio de Janeiro,RN,MÉDIA
672,16556692525464,Alpha Serviços 672,Porto Alegre,RJ,MÉDIA
673,95505497572940,Beta Tecnologia 673,Manaus,RN,EPP
674,60021373259418,Nova Segurança 674,Juazeiro,RJ,ME
675,71028464987485,Sul Engenharia 675,Sobral,DF,MÉDIA
676,62529564136297,Norte Transportes 676,Salvador,MA,MÉDIA
677,50466941360689,Top Energia 677,Belém,CE,ME
678,77176250774534,Brasil Obras 678,São Paulo,BA,ME
679,99262693507557,NORTE TRANSPORTES 679,Curitiba,RS,MÉDIA
680,77586171693925,Sul Engenharia 680,Porto Alegre,SC,MÉDIA
681,37223224425094,Nova Segurança 681,Fortaleza,MA,MEI
682,74305535429675,Prime Alimentação 682,Rio de Janeiro,BA,MÉDIA
683,76465963454745,Beta Tecnologia 683,Juazeiro,SP,EPP
684,90486429605523,Sul Engenharia 684,Belém,GO,ME
685,74780427630555,Rápida Logística 685,Fortaleza,PR,ME
686,75259378916239,Nova Segurança 686,Sobral,MG,ME
687,47737088270567,Delta Saúde 687,Brasília,SP,MÉDIA
688,46244245408071,Omega Consultoria 688,Juazeiro,BA,EPP
689,46734099517849,Alpha Serviços 689,São Paulo,MA,ME
690,33268442213283,Top Energia 690,Recife,CE,EPP
691,39239096700621,Sul Engenharia 691,Recife,GO,EPP
692,68996595759668,Alpha Serviços 692,Belém,MG,EPP
693,37452939117788,Prime Alimentação 693,Manaus,GO,GRANDE
694,39389215824427,Rápida Logística 694,Brasília,MA,EPP
695,24616943800293,Brasil Obras 695,Manaus,BA,MÉDIA
696,87456735776031,Prime Alimentação 696,Recife,PR,EPP
697,92188944700925,Max Limpeza 697,Brasília,PR,EPP
698,21642652883934,Top Energia 698,Porto Alegre,DF,EPP
699,78930313224734,Top Energia 699,Salvador,AM,ME
700,35516868352970,Top Energia 700,Belém,PE,GRANDE
701,92295001919275,Max Limpeza 701,Sobral,SP,ME
702,28227016964458,Delta Saúde 702,Rio de Janeiro,SC,EPP
703,59137027731178,Norte Transportes 703,Rio de Janeiro,DF,EPP
704,95763021624064,Sul Engenharia 704,Recife,PR,EPP
705,77097507329537,Beta Tecnologia 705,Rio de Janeiro,RS,ME
706,66293033157738,Max Limpeza 706,Belo Horizonte,DF,MÉDIA
707,74619620978456,Rápida Logística 707,Belém,PR,MEI
708,45970851496271,Norte Transportes 708,Porto Alegre,DF,MÉDIA
709,59002750120957,Nova Segurança 709,Brasília,GO,MÉDIA
710,46005529730687,Norte Transportes 710,Rio de Janeiro,SP,MÉDIA
711,96620363649142,Max Limpeza 711,Rio de Janeiro,CE,MEI
712,49954859258793,Digital Soluções 712,Salvador,RN,GRANDE
713,86258045868539,Beta Tecnologia 713,Belo Horizonte,RS,MEI
714,38999410870858,Top Energia 714,Curitiba,AM,ME
715,54084182498466,Rápida Logística 715,São Paulo,SC,EPP
716,83168296400682,Omega Consultoria 716,Sobral,MG,GRANDE
717,31978449462591,Prime Alimentação 717,Belo Horizonte,SP,MÉDIA
718,95900781931338,Omega Consultoria 718,Brasília,PA,ME
719,85899058942397,Max Limpeza 719,Sobral,SP,MÉDIA
720,11881308770498,Sul Engenharia 720,Sobral,PR,MEI
721,78820049309877,Norte Transportes 721,Brasília,PE,EPP
722,19471979532465,Sul Engenharia 722,Rio de Janeiro,RJ,MEI
723,51080697729731,Top Energia 723,Salvador,MA,MEI
724,64559854680266,Omega Consultoria 724,Porto Alegre,RS,GRANDE
725,36038811374832,Prime Alimentação 725,Recife,GO,EPP
726,51559938627342,Gamma Construções 726,Belém,PE,MEI
727,46898414357729,Delta Saúde 727,Juazeiro,SC,ME
728,69169439834335,Sul Engenharia 728,Brasília,MA,MÉDIA
729,87451291613824,Max Limpeza 729,Belo Horizonte,RN,ME
730,42939914106713,Sul Engenharia 730,Sobral,BA,MÉDIA
731,40251696508980,Max Limpeza 731,Salvador,SC,MEI
732,22087217855130,Top Energia 732,Salvador,PE,ME
733,22449616729878,Rápida Logística 733,Sobral,CE,EPP
734,64442100204120,Gamma Construções 734,Salvador,DF,ME
735,45105632505498,Nova Segurança 735,Fortaleza,PA,MÉDIA
736,35782753273394,Nova Segurança 736,Curitiba,PR,MÉDIA
737,23856722123747,Omega Consultoria 737,Curitiba,RN,MEI
738,46097356657688,Sul Engenharia 738,Sobral,AM,ME
739,93961069360697,Prime Alimentação 739,Recife,RN,MÉDIA
740,66939498162693,Digital Soluções 740,São Paulo,CE,EPP
741,22419776629680,Alpha Serviços 741,Curitiba,MG,ME
742,32449434343552,Omega Consultoria 742,São Paulo,BA,EPP
743,89636414301269,OMEGA CONSULTORIA 743,Manaus,SC,MEI
744,50733246200673,Delta Saúde 744,Salvador,MA,GRANDE
745,84927634618025,Sul Engenharia 745,Belém,PR,MÉDIA
746,24015309481155,Brasil Obras 746,Sobral,MG,ME
747,31929034550636,Nova Segurança 747,Brasília,PR,ME
748,71754661816768,Nova Segurança 748,Fortaleza,PR,MÉDIA
749,10112261992712,Max Limpeza 749,Fortaleza,BA,EPP
750,99947970128555,Norte Transportes 750,Juazeiro,DF,EPP
751,19537381185670,Central Sistemas 751,São Paulo,CE,MEI
752,75505896206496,Central Sistemas 752,Manaus,BA,EPP
753,38841529386436,Central Sistemas 753,Brasília,MG,GRANDE
754,51508799260047,Max Limpeza 754,Fortaleza,SP,ME
755,28898321146242,Delta Saúde 755,Manaus,SP,MÉDIA
756,70503798786741,Prime Alimentação 756,São Paulo,PA,MEI
757,39137162808670,Central Sistemas 757,Manaus,RS,MÉDIA
758,84890805915483,Brasil Obras 758,Juazeiro,RN,MÉDIA
759,94283707474945,Rápida Logística 759,Curitiba,RJ,MEI
760,38939111311676,Brasil Obras 760,Curitiba,RN,GRANDE
761,74300612821124,Top Energia 761,Manaus,RS,GRANDE
762,54213169299789,GAMMA CONSTRUÇÕES 762,Curitiba,SP,EPP
763,22951782612888,Max Limpeza 763,Juazeiro,MG,MÉDIA
764,92415798186439,Beta Tecnologia 764,Belém,RS,EPP
765,23817296377057,Omega Consultoria 765,Belo Horizonte,DF,MEI
766,35251461160755,Prime Alimentação 766,Belém,PA,EPP
767,14752639304010,Max Limpeza 767,Sobral,MA,MÉDIA
768,17813947492685,Max Limpeza 768,Manaus,MA,EPP
769,79716148188913,Nova Segurança 769,São Paulo,SC,GRANDE
770,40427854686976,Norte Transportes 770,Belém,CE,GRANDE
771,84081457407924,Beta Tecnologia 771,Brasília,SP,ME
772,12371316232115,Digital Soluções 772,Belém,RN,MÉDIA
773,87472086341583,Brasil Obras 773,Juazeiro,RJ,EPP
774,59784304584950,Delta Saúde 774,Porto Alegre,SP,GRANDE
775,83727988139018,Max Limpeza 775,Porto Alegre,PA,ME
776,48104915454958,Omega Consultoria 776,Manaus,SC,MEI
777,76401779628732,Delta Saúde 777,Porto Alegre,PR,MEI
778,39456237777027,Brasil Obras 778,Sobral,PR,EPP
779,55376073584876,Delta Saúde 779,Manaus,DF,MÉDIA
780,74291899518137,Gamma Construções 780,São Paulo,RN,EPP
781,43111390470329,Alpha Serviços 781,Belém,DF,GRANDE
782,66286665287567,Alpha Serviços 782,Brasília,SC,MÉDIA
783,77634172965520,Delta Saúde 783,Porto Alegre,MG,GRANDE
784,17738411403425,Central Sistemas 784,Curitiba,PE,MEI
785,58070444248730,Nova Segurança 785,Curitiba,BA,MEI
786,84079685155045,Digital Soluções 786,Recife,DF,GRANDE
787,72924634991285,Brasil Obras 787,Brasília,DF,ME
788,22349013988868,Beta Tecnologia 788,Manaus,CE,MEI
789,26161136503891,Central Sistemas 789,Juazeiro,CE,ME
790,45362635265287,Sul Engenharia 790,Brasília,RN,MEI
791,95767809977995,Rápida Logística 791,Porto Alegre,RS,MÉDIA
792,88557305508927,Max Limpeza 792,Recife,MA,GRANDE
